,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,volume,avgVolume,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
0,MSFT,Microsoft Corporation,453.55,-0.2529,-1.15,450.645,456.335,468.35,309.45,3370924200500,431.8946,394.9339,NASDAQ,16177539,19001798,454.325,454.7,11.55,39.27,2024-07-23 10:59:00+00:00,7432310000,1970-01-01 00:00:01.720814408
